,asset_name,assets,bea_asset_code,delta,eatr_d,eatr_e,eatr_mix,major_asset_group,metr_d,metr_e,metr_mix,mettr_d,mettr_e,mettr_mix,minor_asset_group,rho_d,rho_e,rho_mix,tax_treat,tax_wedge_d,tax_wedge_e,tax_wedge_mix,ucc_d,ucc_e,ucc_mix,z_d,z_e,z_mix
87,Local transit structures,0.00000,SB44,0.00000,0.09269,0.13788,0.12303,Structures,-0.11282,0.13666,0.10307,-0.08585,0.12190,0.08792,Other Structures,-0.00439,0.01499,0.00866,corporate,-0.00439,0.01499,0.00866,-0.00439,0.01499,0.00866,0.05806,0.00000,0.01305
88,Other land transportation,0.00000,SB46,0.00000,0.08648,0.10905,0.10157,Structures,-0.39148,0.04870,-0.01564,-0.29789,0.04344,-0.01334,Other Structures,-0.00834,0.00297,-0.00073,corporate,-0.00834,0.00297,-0.00073,-0.00834,0.00297,-0.00073,-0.04214,-0.06750,-0.05963
89,Farm,0.00000,SN00,0.00000,0.09696,0.13148,0.11998,Structures,-0.21650,0.14543,0.09520,-0.16474,0.12972,0.08121,Other Structures,-0.00512,0.00987,0.00494,corporate,-0.00512,0.00987,0.00494,-0.00512,0.00987,0.00494,-0.15685,-0.22382,-0.20485
90,Water supply,0.00000,SO01,0.00000,0.09657,0.13093,0.11948,Structures,-0.22231,0.14330,0.09247,-0.16916,0.12782,0.07889,Other Structures,-0.00524,0.00970,0.00478,corporate,-0.00524,0.00970,0.00478,-0.00524,0.00970,0.00478,-0.15685,-0.22382,-0.20485
91,Sewage and waste disposal,0.00000,SO02,0.00000,0.09657,0.13093,0.11948,Structures,-0.22231,0.14330,0.09247,-0.16916,0.12782,0.07889,Other Structures,-0.00524,0.00970,0.00478,corporate,-0.00524,0.00970,0.00478,-0.00524,0.00970,0.00478,-0.15685,-0.22382,-0.20485
92,Highway and conservation and development,0.00000,SO04,0.00000,0.09378,0.12546,0.11486,Structures,-0.26584,0.12147,0.06665,-0.20229,0.10835,0.05686,Other Structures,-0.00610,0.00802,0.00336,corporate,-0.00610,0.00802,0.00336,-0.00610,0.00802,0.00336,-0.12535,-0.18502,-0.16763
93,Mobile structures,0.00000,SOMO,0.00000,0.09108,0.11740,0.10868,Structures,-0.31013,0.08717,0.02999,-0.23599,0.07776,0.02558,Other Structures,-0.00693,0.00554,0.00146,corporate,-0.00693,0.00554,0.00146,-0.00693,0.00554,0.00146,-0.05746,-0.09055,-0.08040
94,Other railroad,0.00000,SU11,0.00000,0.09523,0.12901,0.11772,Structures,-0.24297,0.13576,0.08281,-0.18488,0.12110,0.07065,Other Structures,-0.00565,0.00911,0.00424,corporate,-0.00565,0.00911,0.00424,-0.00565,0.00911,0.00424,-0.15685,-0.22382,-0.20485
95,Track replacement,0.00000,SU12,0.00000,0.08800,0.11254,0.10436,Structures,-0.36388,0.06515,0.00274,-0.27689,0.05811,0.00234,Other Structures,-0.00788,0.00404,0.00013,corporate,-0.00788,0.00404,0.00013,-0.00788,0.00404,0.00013,-0.05746,-0.09055,-0.08040
96,Electric,0.00000,SU30,0.00000,0.09347,0.12501,0.11445,Structures,-0.27077,0.11961,0.06429,-0.20604,0.10669,0.05485,Other Structures,-0.00619,0.00788,0.00323,corporate,-0.00619,0.00788,0.00323,-0.00619,0.00788,0.00323,-0.12535,-0.18502,-0.16763
97,Wind and solar,0.00000,SU60,0.00000,0.08697,0.10983,0.10226,Structures,-0.38250,0.05243,-0.01105,-0.29106,0.04677,-0.00942,Other Structures,-0.00819,0.00321,-0.00052,corporate,-0.00819,0.00321,-0.00052,-0.00819,0.00321,-0.00052,-0.04214,-0.06750,-0.05963
98,Residential,0.00000,RES,0.00000,0.08838,0.12920,0.11547,Structures,-0.19134,0.12001,0.07729,-0.14560,0.10704,0.06593,Residential Buildings,-0.00628,0.01161,0.00567,corporate,-0.00628,0.01161,0.00567,-0.00628,0.01161,0.00567,0.05632,0.00000,0.01378
99,Prepackaged software,0.00000,ENS1,0.00000,0.02287,0.02880,0.02707,Equipment,0.11833,0.12234,0.12150,0.11833,0.12234,0.12150,Computers and Software,0.00573,0.00721,0.00678,non-corporate,0.00573,0.00721,0.00678,0.00573,0.00721,0.00678,-0.03861,-0.04753,-0.04496
100,Custom software,0.00000,ENS2,0.00000,0.01432,0.01827,0.01711,Equipment,0.07787,0.08124,0.08047,0.07787,0.08124,0.08047,Computers and Software,0.00359,0.00457,0.00428,non-corporate,0.00359,0.00457,0.00428,0.00359,0.00457,0.00428,-0.03861,-0.04753,-0.04496
101,Mainframes,0.00000,EP1A,0.00000,0.02576,0.03234,0.03042,Equipment,0.13112,0.13534,0.13449,0.13112,0.13534,0.13449,Computers and Software,0.00645,0.00810,0.00762,non-corporate,0.00645,0.00810,0.00762,0.00645,0.00810,0.00762,-0.05100,-0.06236,-0.05911
102,PCs,0.00000,EP1B,0.00000,0.02576,0.03234,0.03042,Equipment,0.13112,0.13534,0.13449,0.13112,0.13534,0.13449,Computers and Software,0.00645,0.00810,0.00762,non-corporate,0.00645,0.00810,0.00762,0.00645,0.00810,0.00762,-0.05100,-0.06236,-0.05911
103,DASDs,0.00000,EP1C,0.00000,0.02576,0.03234,0.03042,Equipment,0.13112,0.13534,0.13449,0.13112,0.13534,0.13449,Computers and Software,0.00645,0.00810,0.00762,non-corporate,0.00645,0.00810,0.00762,0.00645,0.00810,0.00762,-0.05100,-0.06236,-0.05911
104,Printers,0.00000,EP1D,0.00000,0.02576,0.03234,0.03042,Equipment,0.13112,0.13534,0.13449,0.13112,0.13534,0.13449,Computers and Software,0.00645,0.00810,0.00762,non-corporate,0.00645,0.00810,0.00762,0.00645,0.00810,0.00762,-0.05100,-0.06236,-0.05911
105,Terminals,0.00000,EP1E,0.00000,0.02576,0.03234,0.03042,Equipment,0.13112,0.13534,0.13449,0.13112,0.13534,0.13449,Computers and Software,0.00645,0.00810,0.00762,non-corporate,0.00645,0.00810,0.00762,0.00645,0.00810,0.00762,-0.05100,-0.06236,-0.05911
106,Tape drives,0.00000,EP1F,0.00000,0.02576,0.03234,0.03042,Equipment,0.13112,0.13534,0.13449,0.13112,0.13534,0.13449,Computers and Software,0.00645,0.00810,0.00762,non-corporate,0.00645,0.00810,0.00762,0.00645,0.00810,0.00762,-0.05100,-0.06236,-0.05911
107,Storage devices,0.00000,EP1G,0.00000,0.02576,0.03234,0.03042,Equipment,0.13112,0.13534,0.13449,0.13112,0.13534,0.13449,Computers and Software,0.00645,0.00810,0.00762,non-corporate,0.00645,0.00810,0.00762,0.00645,0.00810,0.00762,-0.05100,-0.06236,-0.05911
108,System integrators,0.00000,EP1H,0.00000,0.02576,0.03234,0.03042,Equipment,0.13112,0.13534,0.13449,0.13112,0.13534,0.13449,Computers and Software,0.00645,0.00810,0.00762,non-corporate,0.00645,0.00810,0.00762,0.00645,0.00810,0.00762,-0.05100,-0.06236,-0.05911
109,Special industrial machinery,0.00000,EI40,0.00000,0.00984,0.01308,0.01212,Equipment,0.05502,0.05956,0.05840,0.05502,0.05956,0.05840,Industrial Machinery,0.00247,0.00328,0.00303,non-corporate,0.00247,0.00328,0.00303,0.00247,0.00328,0.00303,-0.06915,-0.08393,-0.07973
110,General industrial equipment,0.00000,EI50,0.00000,0.01013,0.01343,0.01245,Equipment,0.05651,0.06105,0.05988,0.05651,0.06105,0.05988,Industrial Machinery,0.00254,0.00336,0.00312,non-corporate,0.00254,0.00336,0.00312,0.00254,0.00336,0.00312,-0.06915,-0.08393,-0.07973
111,Office and accounting equipment,0.00000,EP12,0.00000,0.01798,0.02283,0.02141,Equipment,0.09571,0.09952,0.09867,0.09571,0.09952,0.09867,Instruments and Communications Equipment,0.00450,0.00572,0.00536,non-corporate,0.00450,0.00572,0.00536,0.00450,0.00572,0.00536,-0.05100,-0.06236,-0.05911
112,Communications,0.00000,EP20,0.00000,0.01053,0.01391,0.01290,Equipment,0.05859,0.06310,0.06195,0.05859,0.06310,0.06195,Instruments and Communications Equipment,0.00264,0.00348,0.00323,non-corporate,0.00264,0.00348,0.00323,0.00264,0.00348,0.00323,-0.06915,-0.08393,-0.07973
113,Photocopy and related equipment,0.00000,EP31,0.00000,0.01121,0.01455,0.01356,Equipment,0.06212,0.06579,0.06489,0.06212,0.06579,0.06489,Instruments and Communications Equipment,0.00281,0.00364,0.00340,non-corporate,0.00281,0.00364,0.00340,0.00281,0.00364,0.00340,-0.05100,-0.06236,-0.05911
114,Nonelectro medical instruments,0.00000,EP34,0.00000,0.01207,0.01578,0.01468,Equipment,0.06652,0.07097,0.06986,0.06652,0.07097,0.06986,Instruments and Communications Equipment,0.00302,0.00395,0.00368,non-corporate,0.00302,0.00395,0.00368,0.00302,0.00395,0.00368,-0.06915,-0.08393,-0.07973
115,Electro medical instruments,0.00000,EP35,0.00000,0.01207,0.01578,0.01468,Equipment,0.06652,0.07097,0.06986,0.06652,0.07097,0.06986,Instruments and Communications Equipment,0.00302,0.00395,0.00368,non-corporate,0.00302,0.00395,0.00368,0.00302,0.00395,0.00368,-0.06915,-0.08393,-0.07973
116,Nonmedical instruments,0.00000,EP36,0.00000,0.01207,0.01578,0.01468,Equipment,0.06652,0.07097,0.06986,0.06652,0.07097,0.06986,Instruments and Communications Equipment,0.00302,0.00395,0.00368,non-corporate,0.00302,0.00395,0.00368,0.00302,0.00395,0.00368,-0.06915,-0.08393,-0.07973
117,Household furniture,0.00000,EO11,0.00000,0.00903,0.01188,0.01103,Equipment,0.05070,0.05438,0.05345,0.05070,0.05438,0.05345,Office and Residential Equipment,0.00226,0.00298,0.00276,non-corporate,0.00226,0.00298,0.00276,0.00226,0.00298,0.00276,-0.05100,-0.06236,-0.05911
118,Other furniture,0.00000,EO12,0.00000,0.01088,0.01434,0.01330,Equipment,0.06039,0.06489,0.06375,0.06039,0.06489,0.06375,Office and Residential Equipment,0.00272,0.00359,0.00333,non-corporate,0.00272,0.00359,0.00333,0.00272,0.00359,0.00333,-0.06915,-0.08393,-0.07973
119,Household appliances,0.00000,EO71,0.00000,0.01044,0.01361,0.01267,Equipment,0.05813,0.06180,0.06088,0.05813,0.06180,0.06088,Office and Residential Equipment,0.00261,0.00341,0.00317,non-corporate,0.00261,0.00341,0.00317,0.00261,0.00341,0.00317,-0.05100,-0.06236,-0.05911
120,Service industry machinery,0.00000,EO60,0.00000,0.01331,0.01728,0.01611,Equipment,0.07281,0.07721,0.07613,0.07281,0.07721,0.07613,Other Equipment,0.00333,0.00433,0.00403,non-corporate,0.00333,0.00433,0.00403,0.00333,0.00433,0.00403,-0.06915,-0.08393,-0.07973
121,Other electrical,0.00000,EO72,0.00000,0.01544,0.01987,0.01856,Equipment,0.08340,0.08775,0.08671,0.08340,0.08775,0.08671,Other Equipment,0.00387,0.00498,0.00465,non-corporate,0.00387,0.00498,0.00465,0.00387,0.00498,0.00465,-0.06915,-0.08393,-0.07973
122,Other,0.00000,EO80,0.00000,0.01292,0.01682,0.01566,Equipment,0.07088,0.07529,0.07420,0.07088,0.07529,0.07420,Other Equipment,0.00324,0.00421,0.00392,non-corporate,0.00324,0.00421,0.00392,0.00324,0.00421,0.00392,-0.06915,-0.08393,-0.07973
123,Nuclear fuel,0.00000,EI11,0.00000,0.01480,0.01894,0.01773,Equipment,0.08028,0.08400,0.08313,0.08028,0.08400,0.08313,Other Industrial Equipment,0.00371,0.00474,0.00444,non-corporate,0.00371,0.00474,0.00444,0.00371,0.00474,0.00444,-0.05100,-0.06236,-0.05911
124,Other fabricated metals,0.00000,EI12,0.00000,0.00905,0.01212,0.01120,Equipment,0.05083,0.05542,0.05423,0.05083,0.05542,0.05423,Other Industrial Equipment,0.00227,0.00304,0.00281,non-corporate,0.00227,0.00304,0.00281,0.00227,0.00304,0.00281,-0.06915,-0.08393,-0.07973
125,Metalworking machinery,0.00000,EI30,0.00000,0.01120,0.01472,0.01367,Equipment,0.06205,0.06653,0.06540,0.06205,0.06653,0.06540,Other Industrial Equipment,0.00280,0.00369,0.00342,non-corporate,0.00280,0.00369,0.00342,0.00280,0.00369,0.00342,-0.06915,-0.08393,-0.07973
126,Electric transmission and distribution,0.00000,EI60,0.00000,0.01311,0.01780,0.01640,Equipment,0.07181,0.07932,0.07739,0.07181,0.07932,0.07739,Other Industrial Equipment,0.00328,0.00446,0.00411,non-corporate,0.00328,0.00446,0.00411,0.00328,0.00446,0.00411,-0.14741,-0.17376,-0.16644
127,Farm tractors,0.00000,EO21,0.00000,0.01278,0.01664,0.01550,Equipment,0.07014,0.07455,0.07346,0.07014,0.07455,0.07346,Other Industrial Equipment,0.00320,0.00417,0.00388,non-corporate,0.00320,0.00417,0.00388,0.00320,0.00417,0.00388,-0.06915,-0.08393,-0.07973
128,Construction tractors,0.00000,EO22,0.00000,0.01035,0.01350,0.01257,Equipment,0.05767,0.06134,0.06043,0.05767,0.06134,0.06043,Other Industrial Equipment,0.00259,0.00338,0.00315,non-corporate,0.00259,0.00338,0.00315,0.00259,0.00338,0.00315,-0.05100,-0.06236,-0.05911
129,Other agricultural machinery,0.00000,EO30,0.00000,0.01088,0.01434,0.01330,Equipment,0.06039,0.06489,0.06375,0.06039,0.06489,0.06375,Other Industrial Equipment,0.00272,0.00359,0.00333,non-corporate,0.00272,0.00359,0.00333,0.00272,0.00359,0.00333,-0.06915,-0.08393,-0.07973
130,Other construction machinery,0.00000,EO40,0.00000,0.00993,0.01298,0.01207,Equipment,0.05544,0.05912,0.05819,0.05544,0.05912,0.05819,Other Industrial Equipment,0.00249,0.00325,0.00302,non-corporate,0.00249,0.00325,0.00302,0.00249,0.00325,0.00302,-0.05100,-0.06236,-0.05911
131,Mining and oilfield machinery,0.00000,EO50,0.00000,0.01311,0.01705,0.01588,Equipment,0.07182,0.07623,0.07515,0.07182,0.07623,0.07515,Other Industrial Equipment,0.00328,0.00427,0.00398,non-corporate,0.00328,0.00427,0.00398,0.00328,0.00427,0.00398,-0.06915,-0.08393,-0.07973
132,Steam engines,0.00000,EI21,0.00000,0.01334,0.01808,0.01667,Equipment,0.07300,0.08047,0.07856,0.07300,0.08047,0.07856,Transportation Equipment,0.00334,0.00453,0.00417,non-corporate,0.00334,0.00453,0.00417,0.00334,0.00453,0.00417,-0.14741,-0.17376,-0.16644
133,Internal combustion engines,0.00000,EI22,0.00000,0.01703,0.02181,0.02040,Equipment,0.09115,0.09548,0.09447,0.09115,0.09548,0.09447,Transportation Equipment,0.00426,0.00546,0.00511,non-corporate,0.00426,0.00546,0.00511,0.00426,0.00546,0.00511,-0.06915,-0.08393,-0.07973
134,Light trucks (including utility vehicles),0.00000,ET11,0.00000,0.01082,0.01408,0.01311,Equipment,0.06013,0.06380,0.06289,0.06013,0.06380,0.06289,Transportation Equipment,0.00271,0.00353,0.00328,non-corporate,0.00271,0.00353,0.00328,0.00271,0.00353,0.00328,-0.05100,-0.06236,-0.05911
135,"Other trucks, buses and truck trailers",0.00000,ET12,0.00000,0.01082,0.01408,0.01311,Equipment,0.06013,0.06380,0.06289,0.06013,0.06380,0.06289,Transportation Equipment,0.00271,0.00353,0.00328,non-corporate,0.00271,0.00353,0.00328,0.00271,0.00353,0.00328,-0.05100,-0.06236,-0.05911
136,Autos,0.00000,ET20,0.00000,0.01908,0.02417,0.02268,Equipment,0.10091,0.10476,0.10392,0.10091,0.10476,0.10392,Transportation Equipment,0.00478,0.00605,0.00568,non-corporate,0.00478,0.00605,0.00568,0.00478,0.00605,0.00568,-0.05100,-0.06236,-0.05911
137,Aircraft,0.00000,ET30,0.00000,0.00638,0.00864,0.00796,Equipment,0.03642,0.04015,0.03916,0.03642,0.04015,0.03916,Transportation Equipment,0.00160,0.00216,0.00199,non-corporate,0.00160,0.00216,0.00199,0.00160,0.00216,0.00199,-0.05100,-0.06236,-0.05911
138,Ships and boats,0.00000,ET40,0.00000,0.00943,0.01286,0.01183,Equipment,0.05286,0.05862,0.05711,0.05286,0.05862,0.05711,Transportation Equipment,0.00236,0.00322,0.00296,non-corporate,0.00236,0.00322,0.00296,0.00236,0.00322,0.00296,-0.09426,-0.11322,-0.10787
139,Railroad equipment,0.00000,ET50,0.00000,0.00677,0.00935,0.00857,Equipment,0.03855,0.04330,0.04203,0.03855,0.04330,0.04203,Transportation Equipment,0.00169,0.00234,0.00215,non-corporate,0.00169,0.00234,0.00215,0.00169,0.00234,0.00215,-0.06915,-0.08393,-0.07973
140,Theatrical movies,0.00000,AE10,0.00000,0.01928,0.02605,0.02408,Intellectual Property,0.10187,0.11196,0.10962,0.10187,0.11196,0.10962,Intellectual Property,0.00483,0.00652,0.00603,non-corporate,0.00483,0.00652,0.00603,0.00483,0.00652,0.00603,-0.14587,-0.17872,-0.16984
141,Long-lived television programs,0.00000,AE20,0.00000,0.01928,0.02605,0.02408,Intellectual Property,0.10187,0.11196,0.10962,0.10187,0.11196,0.10962,Intellectual Property,0.00483,0.00652,0.00603,non-corporate,0.00483,0.00652,0.00603,0.00483,0.00652,0.00603,-0.09284,-0.11772,-0.11082
142,Books,0.00000,AE30,0.00000,0.01928,0.02605,0.02408,Intellectual Property,0.10187,0.11196,0.10962,0.10187,0.11196,0.10962,Intellectual Property,0.00483,0.00652,0.00603,non-corporate,0.00483,0.00652,0.00603,0.00483,0.00652,0.00603,-0.12023,-0.14975,-0.14167
143,Music,0.00000,AE40,0.00000,0.01928,0.02605,0.02408,Intellectual Property,0.10187,0.11196,0.10962,0.10187,0.11196,0.10962,Intellectual Property,0.00483,0.00652,0.00603,non-corporate,0.00483,0.00652,0.00603,0.00483,0.00652,0.00603,-0.06273,-0.08116,-0.07598
144,Other entertainment originals,0.00000,AE50,0.00000,0.01928,0.02605,0.02408,Intellectual Property,0.10187,0.11196,0.10962,0.10187,0.11196,0.10962,Intellectual Property,0.00483,0.00652,0.00603,non-corporate,0.00483,0.00652,0.00603,0.00483,0.00652,0.00603,-0.13002,-0.16093,-0.15251
145,Own account software,0.00000,ENS3,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
146,Pharmaceutical and medicine manufacturing,0.00000,RD11,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
147,"Chemical manufacturing, ex. pharma and med",0.00000,RD12,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
148,Computers and peripheral equipment manufacturing,0.00000,RD21,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
149,Communications equipment manufacturing,0.00000,RD22,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
150,Semiconductor and other component manufacturing,0.00000,RD23,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
151,Navigational and other instruments manufacturing,0.00000,RD24,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
152,"Other computer and electronic manufacturing, n.e.c.",0.00000,RD25,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
153,Motor vehicles and parts manufacturing,0.00000,RD31,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
154,Aerospace products and parts manufacturing,0.00000,RD32,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
155,Software publishers,0.00000,RD40,0.00000,0.01004,0.01300,0.01213,Intellectual Property,0.05604,0.05922,0.05844,0.05604,0.05922,0.05844,Intellectual Property,0.00251,0.00326,0.00304,non-corporate,0.00251,0.00326,0.00304,0.00251,0.00326,0.00304,-0.03861,-0.04753,-0.04496
156,Financial and real estate services,0.00000,RD50,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
157,Computer systems design and related services,0.00000,RD60,0.00000,0.01548,0.01970,0.01846,Intellectual Property,0.08363,0.08707,0.08629,0.08363,0.08707,0.08629,Intellectual Property,0.00388,0.00493,0.00462,non-corporate,0.00388,0.00493,0.00462,0.00388,0.00493,0.00462,-0.03861,-0.04753,-0.04496
158,Scientific research and development services,0.00000,RD70,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
159,"All other nonmanufacturing, n.e.c.",0.00000,RD80,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
160,Private universities and colleges,0.00000,RD91,0.00000,0.00771,0.01013,0.00941,Intellectual Property,0.04365,0.04676,0.04596,0.04365,0.04676,0.04596,Intellectual Property,0.00193,0.00254,0.00236,non-corporate,0.00193,0.00254,0.00236,0.00193,0.00254,0.00236,-0.03861,-0.04753,-0.04496
161,Other nonprofit institutions,0.00000,RD92,0.00000,0.00771,0.01013,0.00941,Intellectual Property,0.04365,0.04676,0.04596,0.04365,0.04676,0.04596,Intellectual Property,0.00193,0.00254,0.00236,non-corporate,0.00193,0.00254,0.00236,0.00193,0.00254,0.00236,-0.03861,-0.04753,-0.04496
162,Other manufacturing,0.00000,RDOM,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Intellectual Property,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
163,Inventories,0.00000,INV,0.00000,0.00000,0.00000,0.00000,Inventories,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Inventories,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
164,Land,0.00000,LAND,0.00000,0.00000,0.00000,0.00000,Land,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Land,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
165,Petroleum and natural gas,0.00000,SM01,0.00000,0.00582,0.00796,0.00732,Structures,0.03337,0.03712,0.03612,0.03337,0.03712,0.03612,Mining and Drilling Structures,0.00146,0.00199,0.00183,non-corporate,0.00146,0.00199,0.00183,0.00146,0.00199,0.00183,-0.05100,-0.06236,-0.05911
166,Mining,0.00000,SM02,0.00000,0.00580,0.00817,0.00745,Structures,0.03324,0.03806,0.03676,0.03324,0.03806,0.03676,Mining and Drilling Structures,0.00145,0.00205,0.00187,non-corporate,0.00145,0.00205,0.00187,0.00145,0.00205,0.00187,-0.06915,-0.08393,-0.07973
167,Communication,0.00000,SU20,0.00000,0.00920,0.01320,0.01199,Structures,0.05164,0.06005,0.05782,0.05164,0.06005,0.05782,Mining and Drilling Structures,0.00230,0.00331,0.00300,non-corporate,0.00230,0.00331,0.00300,0.00230,0.00331,0.00300,-0.14741,-0.17376,-0.16644
168,Gas,0.00000,SU40,0.00000,0.00582,0.00796,0.00732,Structures,0.03337,0.03712,0.03612,0.03337,0.03712,0.03612,Mining and Drilling Structures,0.00146,0.00199,0.00183,non-corporate,0.00146,0.00199,0.00183,0.00146,0.00199,0.00183,-0.05100,-0.06236,-0.05911
169,Petroleum pipelines,0.00000,SU50,0.00000,0.00318,0.00474,0.00426,Structures,0.01855,0.02241,0.02135,0.01855,0.02241,0.02135,Mining and Drilling Structures,0.00080,0.00119,0.00107,non-corporate,0.00080,0.00119,0.00107,0.00080,0.00119,0.00107,-0.05100,-0.06236,-0.05911
170,Religious,0.00000,SB10,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
171,Educational and vocational,0.00000,SB20,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
172,Hospitals,0.00000,SB31,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
173,Special care,0.00000,SB32,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
174,Lodging,0.00000,SB41,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
175,Air transportation,0.00000,SB43,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
176,Other transportation,0.00000,SB45,0.00000,0.00000,0.00000,0.00000,Structures,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,Nonresidential Buildings,0.00000,0.00000,0.00000,non-corporate,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000,0.00000
